FID,peilmerk,x_rd,y_rd,nap_hoogte,pub_tekst,muurvlak,x_muur_cm,y_muur_cm,type,meetdatum,orde,geom
nappeilmerken.130,002D0076,190999.0,608660.0,2.466,NW VOET BAKEN OP DE HON,NW,8.0,38.0,PM,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190999 608660)
nappeilmerken.131,002D0080,196383.0,600075.0,1.134,HS NESSERWG 26,W,-40.0,2.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (196383 600075)
nappeilmerken.132,002D0081,190549.0,608950.0,3.928,GPS-STEEN 1997 AMELAND-OOST. STEEN IN JUNI 2003 OMVERGEREDEN EN DAARNA WEER RECHT GEZET. MOGELIJKE GEVOLGEN VOOR XY EN HOOGTE.,,0.0,0.0,EG,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190549 608950)
nappeilmerken.133,002D0086,197335.0,601824.0,1.184,BET-PAAL VAN DRAAIHEK,Z,10.0,18.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (197335 601824)
nappeilmerken.134,002D0091,196808.0,601942.0,3.803,HK WIERUM RD= 029308-12,W,-105.0,31.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (196808 601942)
nappeilmerken.135,002D0094,196400.0,601576.0,0.462,BR W-KDMR I/D TERNAARDSEWEI,Z,-8.0,-5.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (196400 601576)
nappeilmerken.136,002D0095,191604.0,608535.0,2.135,"HOUTENPL 24.000 X=191604.3470 Y=608535.6280, L300 MET INGEHAKTENR:2D95",N,0.0,0.0,GT,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (191604 608535)
nappeilmerken.137,002D0096,192116.0,608428.0,1.791,"HOUTENPL 25.600 X=192116.7500 Y=608428.2000, L300 MET INGEHAKTNR:2D96",N,0.0,0.0,GT,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (192116 608428)
nappeilmerken.138,002D0097,196750.0,601950.0,6.089,RD STEEN BIJ HK WIERUM RD= 029308-11,,0.0,0.0,EG,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (196750 601950)
nappeilmerken.139,002D0100,193025.0,608705.0,1.524,"HOUTENPL 25.100 X=193025.9280 Y=608705.2640, Z400 MET INGEHAKTNR:2D100",N,0.0,0.0,GT,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (193025 608705)
nappeilmerken.140,002D0101,190609.0,608627.0,1.987,"HOUTENPL 23.000 X=190609.0090 Y=608627.5490, L300 MET INGEHAKTNR:2D101",N,0.0,0.0,GT,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190609 608627)
nappeilmerken.141,002D0112,196448.0,601650.0,1.608,HS TERNAARDSEWG 44 WIERUM,ZO,15.0,15.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (196448 601650)
nappeilmerken.142,002D0113,194943.0,600080.0,1.126,STAL BDR NESSERWG 11 TERNAARD,Z,62.0,10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (194943 600080)
nappeilmerken.143,002D0114,190550.0,608950.0,5.865,"GR.ANKER NABIJ RD STEEN 002D0081,X 190551.210 Y 608941.214 Z 5.909",BV,0.0,0.0,SA,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190550 608950)
nappeilmerken.144,002D0115,191580.0,608670.0,3.57,"X 191580.573 Y608677.694 Z 3.621,GRONDANKER",,0.0,0.0,SA,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (191580 608670)
nappeilmerken.145,002D0116,192650.0,608720.0,4.42,"X 192653.229 Y 608728.193 Z 4.459,GRONDANKER",,0.0,0.0,SA,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (192650 608720)
nappeilmerken.146,002D0117,193010.0,608710.0,0.945,"X 193010.567 Y 608712.094 Z 0.966,GRONDANKER,+/- 30M TEN W VAN 002D0100",,0.0,0.0,SA,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (193010 608710)
nappeilmerken.147,002D0119,192870.0,600230.0,1.367,SCH BDR KOOIWEG 1,N,-410.0,40.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (192870 600230)
nappeilmerken.148,002D0120,195850.0,601700.0,1.747,SCH WOON BDR KOATERHUISTERWEG 4,ZO,32.0,32.0,PM,Wed Jul 08 00:00:00 CEST 2015,2.0,POINT (195850 601700)
nappeilmerken.149,002D0121,194783.0,600975.0,0.799,HS 'T SKOAR 1,O,-30.0,25.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (194783 600975)
nappeilmerken.150,002D0122,199065.0,602213.0,1.567,"BET DAMPL HEK NR 86/87,50 M O/V HM PL 51.8",W,7.0,15.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (199065 602213)
nappeilmerken.151,002D0124,195783.0,600117.0,0.739,HS NESSERWG 21,W,-54.0,20.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (195783 600117)
nappeilmerken.152,002D0135,194083.0,600047.0,1.085,TRAFO NESSERWEI 7,O,-20.0,16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (194083 600047)
nappeilmerken.153,002D0136,190470.0,608830.0,2.362,"GB GASLOCATIE HET OERD,Stuifdijkpad, BUREN",N,-35.0,40.0,PM,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190470 608830)
nappeilmerken.154,002D0137,190516.0,608855.0,2.0,"SONDEERSTANG 7M LENGTE O.Z. GASLOCATIE HET OERD, X=190515.88 Y=608854.91 STUIFDIJKPAD BUREN",,0.0,0.0,EG,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190516 608855)
nappeilmerken.155,002D0138,190470.0,608820.0,2.366,"GB GASLOCATIE HET OERD,""""Stuifdijkpad, BUREN",Z,93.0,41.0,PM,Sat Feb 15 00:00:00 CET 2020,2.0,POINT (190470 608820)
nappeilmerken.156,002F0003,210590.0,612760.0,1.842,STRPL 9.0I200 X=210593.730 Y=612756.140,,0.0,0.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (210590 612760)
nappeilmerken.157,002F0004,211590.0,612790.0,1.536,STRPL 10.0I200 X=211594.374 Y=612792.591,Z,0.0,0.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (211590 612790)
nappeilmerken.158,002F0005,213780.0,613150.0,2.205,SCHRPL X=213776.738 Y=613146.865,,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (213780 613150)
nappeilmerken.159,002F0008,215420.0,612660.0,2.715,STIJL KAAP WILLEMSDUIN,,0.0,80.0,PM,Thu Mar 15 00:00:00 CET 2018,2.0,POINT (215420 612660)
nappeilmerken.160,002F0014,212782.0,612980.0,1.678,"SCHRPL BIJ PAAL 11.100,X= 212781.968 Y= 612980.454",,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (212782 612980)
nappeilmerken.161,002F0015,214777.0,613224.0,2.72,"SCHRPL BIJ PAAL 13.200,X= 214777.273 Y= 613224.503",W,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (214777 613224)
nappeilmerken.162,002F0016,211590.0,612800.0,2.205,STRPL 10.0I200 X=211594.11 Y=612796.76,N,10.0,53.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (211590 612800)
nappeilmerken.163,002F0017,210790.0,612740.0,2.176,STRPL 9I200 X=210795.00 Y=612740.57,N,10.0,50.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (210790 612740)
nappeilmerken.164,002F0018,212790.0,612980.0,2.132,SCHRPL OP MEETLIJN 11.200,O,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (212790 612980)
nappeilmerken.165,002F0019,213779.0,613150.0,2.781,SCHRPL IN MEETLIJN 12.200,N,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (213779 613150)
nappeilmerken.166,002F0020,214780.0,613220.0,3.195,SCHRPL IN MEETLIJN 13.200,,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (214780 613220)
nappeilmerken.167,002F0022,215390.0,612670.0,2.41,KAAP WILLEMSDUIN,N,0.0,70.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (215390 612670)
nappeilmerken.168,002G0003,202556.0,600534.0,1.289,BDR DIJKSTERWEI 19,NW,-61.0,50.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (202556 600534)
nappeilmerken.169,002G0007,205940.0,600890.0,1.347,BET BR BUITENZIJDE ZEEDK,O,82.0,-19.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (205940 600890)
nappeilmerken.170,002G0009,201450.0,601080.0,1.288,BDR LANGEROUSTERWG 62,ZO,460.0,38.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (201450 601080)
nappeilmerken.171,002G0015,201202.0,602062.0,1.723,GK MODDERGAT,NO,-21.0,22.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (201202 602062)
nappeilmerken.172,002G0019,206319.0,610580.0,5.807,HK SCHIERMONNIKOOG,O,-43.0,76.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206319 610580)
nappeilmerken.173,002G0021,206800.0,610800.0,4.729,HS ZEVENHUIZEN 1,W,-250.0,50.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206800 610800)
nappeilmerken.174,002G0022,207500.0,610300.0,2.554,BDR MIDDENW 1,N,-243.0,15.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (207500 610300)
nappeilmerken.175,002G0023,208720.0,610440.0,2.813,BDR HEEREWG 8,Z,98.0,52.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208720 610440)
nappeilmerken.176,002G0026,207500.0,611020.0,3.119,BDR Z-Z. ZUIDKANTW,N,492.0,11.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (207500 611020)
nappeilmerken.177,002G0027,208020.0,611340.0,3.305,"KERKHOF REDDINGWEG, W-MR V.INGANG",Z,97.0,48.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208020 611340)
nappeilmerken.178,002G0029,208690.0,609950.0,5.849,PS-HS BIJ NIEUWE AANLEGSTEIGER,Z,16.0,53.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208690 609950)
nappeilmerken.179,002G0030,205608.0,600940.0,1.961,HS BANTSWEI 9,NO,-22.0,29.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (205608 600940)
nappeilmerken.180,002G0031,205064.0,602090.0,1.313,"BETON DR, Z-Z DIJK NAAR LAUWERWEG N-KOP VLAK BINNENMUUR",N,10.0,-8.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (205064 602090)
nappeilmerken.181,002G0032,208385.0,603071.0,6.773,COMMISSIE-SL MEEST W-HIJSTOREN,ZW,71.0,16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (208385 603071)
nappeilmerken.182,002G0034,208837.0,602780.0,5.717,SL-MR BIJ SL-WACHTERSHUISJE V.ROBBEGATSL,ZW,95.0,-20.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (208837 602780)
nappeilmerken.183,002G0036,207000.0,603129.0,2.479,"OLIEPUNT 1M N.V. RASTER, 48M W.V. KMP 41.7, 10 CM ONDER MV.",,0.0,-10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (207000 603129)
nappeilmerken.184,002G0038,203118.0,600269.0,1.249,"SCH BDR BOLTAWEI 8, ANJUM",ZO,-41.0,35.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (203118 600269)
nappeilmerken.185,002G0039,203640.0,600682.0,1.52,BDR OUDE DIJK 24 ANJUM,ZO,1366.0,37.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (203640 600682)
nappeilmerken.186,002G0058,209998.0,602319.0,1.329,HUIS VLINDERBALG 8 LAUWERSMEER,ZO,44.0,25.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (209998 602319)
nappeilmerken.187,002G0059,209170.0,609480.0,2.06,O.MR V.D.AANLEGSTEIGER,O,-63.0,-34.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209170 609480)
nappeilmerken.188,002G0062,209599.0,612660.0,1.84,"SCHRPL OP MEETL:STRPL 8.0I200-9.0I200,VM0.00M LL4.00M LINKS,X=209597.936 Y=612660.213",,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209599 612660)
nappeilmerken.189,002G0063,206188.0,602677.0,1.119,"TRAFO N-Z METSLAWIER-ZOUTKAMP, HMP 2.5, RD=020309-14",ZO,9.0,16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (206188 602677)
nappeilmerken.190,002G0064,200738.0,600394.0,1.077,HS LANGGROUSTERWEI 60,ZW,-22.0,38.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (200738 600394)
nappeilmerken.191,002G0065,207830.0,611100.0,2.423,BIO-LAB GROENE GLOB KOOIPAD 1,Z,-80.0,-6.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (207830 611100)
nappeilmerken.192,002G0071,207900.0,610330.0,2.64,BDR A/D Z-Z V/D HEEREWG 4,N,387.0,25.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (207900 610330)
nappeilmerken.193,002G0072,208960.0,610940.0,2.45,BDR A/D O-Z V/D KOOIWG 1,W,65.0,28.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208960 610940)
nappeilmerken.194,002G0073,206400.0,610210.0,2.28,BETONNEN POMPPUT REEWG,O,-59.0,-6.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206400 610210)
nappeilmerken.195,002G0074,206400.0,610200.0,2.223,"GRONDANKER RD, 8.5 M W V/D BET DEKSEL,POMPPUT REEWG, 1.9 M Z V/D MARKERINGSPL RD=020311-11",,0.0,0.0,EG,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206400 610200)
nappeilmerken.196,002G0075,207351.0,603306.0,2.607,"BET DRINKBAK A/D VOET V/D ZEEDK NABIJ,KMP 41.4 RD=020309-15",ZO,15.0,16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (207351 603306)
nappeilmerken.197,002G0077,203100.0,601136.0,2.079,SCH BDR ALDDK 27,NW,-952.0,35.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (203100 601136)
nappeilmerken.198,002G0081,208689.0,602827.0,5.738,VERTIKALE BT IN GPS-STEEN LAUWERSOOG,,0.0,0.0,EG,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (208689 602827)
nappeilmerken.199,002G0082,206580.0,610690.0,4.585,HS LANGESTREEK 9,N,-31.0,43.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206580 610690)
nappeilmerken.200,002G0083,206460.0,610351.0,3.751,GB RWS DUNEBORCH A/D REEWG 23,Z,-54.0,20.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206460 610351)
nappeilmerken.201,002G0085,209145.0,602637.0,6.0,"W-UITEINDE BET-BAND MET VANGRAIL HAVEN,LAUWERSOOG",W,-9.0,-12.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (209145 602637)
nappeilmerken.202,002G0086,201852.0,602223.0,3.28,N-LHFD BET-BR,N,-12.0,26.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (201852 602223)
nappeilmerken.203,002G0087,202472.0,602139.0,2.804,N-LHFD BET-BR,N,-16.0,33.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (202472 602139)
nappeilmerken.204,002G0088,203154.0,602127.0,3.049,N-LHFD BET-BR,N,16.0,-21.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (203154 602127)
nappeilmerken.205,002G0089,203959.0,602135.0,1.288,Z-LHFD DR,Z,20.0,-16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (203959 602135)
nappeilmerken.206,002G0091,203044.0,601805.0,1.744,LDS BIJ KMP 56.0,N,10.0,-8.0,PM,Wed Jul 08 00:00:00 CEST 2015,2.0,POINT (203044 601805)
nappeilmerken.207,002G0095,206450.0,610400.0,4.25,IN MUURTJE BANK BIJ GB REEWG 23,O,-8.0,67.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206450 610400)
nappeilmerken.208,002G0096,206451.0,610400.0,4.661,DIENSTGB REEWG 23,Z,353.0,110.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206451 610400)
nappeilmerken.209,002G0097,200593.0,602373.0,1.572,BDR DE OERE 2,N,-470.0,30.0,PM,Wed Jul 08 00:00:00 CEST 2015,2.0,POINT (200593 602373)
nappeilmerken.210,002G0098,201532.0,601912.0,1.517,CF 'DE DRIESPRONG' EASTEIN 2,ZW,32.0,20.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (201532 601912)
nappeilmerken.211,002G0099,202111.0,600927.0,1.379,SCH BDR ORNEAWEI 3,N,565.0,15.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (202111 600927)
nappeilmerken.212,002G0102,204218.0,600367.0,2.507,DIJKDOORGANG NAAR BDR ALDEDK 6,N,35.0,15.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (204218 600367)
nappeilmerken.213,002G0105,208854.0,603041.0,4.2,GB RWS WAGENBORG,ZW,72.0,14.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (208854 603041)
nappeilmerken.214,002G0107,206339.0,602768.0,2.404,"RD STEEN I/D N-BERM V/D N361, 20.4 M W/V HMP 42.5, 3.5 M Z V/D BANTSWEI, RD= 020309-19",,0.0,0.0,EG,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (206339 602768)
nappeilmerken.215,002G0109,209560.0,610560.0,2.465,"HEEREWG 10 SCHIER'OOG R.U.G. GEBOUW,NW FUNDERINGSPL",N,-7.0,-11.0,PM,Thu Mar 15 00:00:00 CET 2018,2.0,POINT (209560 610560)
nappeilmerken.216,002G0112,208610.0,612620.0,4.84,"STRPL OP T-SPLITSING REDDINGSPAD /,WATERSTAATPAD",Z,10.0,47.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208610 612620)
nappeilmerken.217,002G0113,204400.0,610280.0,1.615,STRPL 2/00/ZI 450,O,10.0,-76.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (204400 610280)
nappeilmerken.218,002G0115,205180.0,608750.0,1.504,"STRPL 1/01/ZI 1000,X=205172.267 Y=608752.145",W,10.0,-43.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205180 608750)
nappeilmerken.219,002G0116,205340.0,609050.0,1.506,"STRPL 1/00/ZIII 700,X=205335.427 Y=609035.651",W,10.0,-42.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205340 609050)
nappeilmerken.220,002G0117,206170.0,609830.0,7.08,MONUMENT 'BANCK' OP ZEEDIJK,O,35.0,20.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206170 609830)
nappeilmerken.543,005D0067,158440.0,577500.0,0.945,TRAFO A/D BLIJNSEWG,N,23.0,13.0,PM,Thu Nov 05 00:00:00 CET 2020,2.0,POINT (158440 577500)
nappeilmerken.221,002G0120,204930.0,609180.0,1.443,"STRPL 1/04 ZII/700,X=204929.786 Y=609178.747",O,10.0,-40.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (204930 609180)
nappeilmerken.222,002G0122,200243.0,602330.0,1.784,GEB PTT MOKSELWEI,ZW,-245.0,67.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (200243 602330)
nappeilmerken.223,002G0123,205260.0,608050.0,0.909,GRONDANKER X=205255.100 Y=608050.197,,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205260 608050)
nappeilmerken.224,002G0124,205176.0,607381.0,0.19,WADMERK X=205176.016 Y=607380.886,,0.0,0.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205176 607381)
nappeilmerken.225,002G0125,205176.0,607376.0,0.078,WADMERK X=205175.721 Y=607375.717,,0.0,0.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205176 607376)
nappeilmerken.226,002G0126,205175.0,607366.0,0.092,WADMERK X=205175.255 Y=607365.839,,0.0,0.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205175 607366)
nappeilmerken.227,002G0127,208508.0,612366.0,2.256,SCHRPL X=208507.633 Y=612365.662,,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208508 612366)
nappeilmerken.228,002G0128,209579.0,611559.0,1.538,SCHRPL X=209579.322 Y=611559.36,,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209579 611559)
nappeilmerken.229,002G0129,208590.0,610140.0,2.733,HS VEERWG 8,O,16.0,15.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208590 610140)
nappeilmerken.230,002G0130,206180.0,611160.0,5.228,LINKER PILAAR INGANG LANDAL VITAMARIS,NO,16.0,18.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (206180 611160)
nappeilmerken.231,002G0132,209878.0,602756.0,2.949,BET BAK ZZ DIJK KLOOSTERBUREN NZ DEF.WEG,Z,108.0,-10.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (209878 602756)
nappeilmerken.232,002G0136,209170.0,611740.0,2.004,O-Z VEEROOSTER IN BR JOHANNES DE JONGPAD,ZO,18.0,36.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209170 611740)
nappeilmerken.233,002G0137,209210.0,611140.0,2.085,VEEROOSTER KWELDERPAD,ZO,54.0,34.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209210 611140)
nappeilmerken.234,002G0138,208600.0,612620.0,4.424,GRONDANKER X=208601.618 Y=612619.904,W,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208600 612620)
nappeilmerken.235,002G0139,209600.0,612660.0,2.167,STRPL PAAL 8.0 X=209898.131 Y=612656.292,,10.0,35.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209600 612660)
nappeilmerken.236,002G0140,205080.0,609380.0,1.637,STRPL 1/04/ZI 450 X=205081.31 Y=609377.7,NW,10.0,70.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205080 609380)
nappeilmerken.237,002G0141,202257.0,601771.0,0.507,W-Z VEEROOSTER,W,-24.0,-16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (202257 601771)
nappeilmerken.238,002G0142,203760.0,601868.0,1.599,"Z-Z VEEROOSTER 38M O.V. KMP 56,7",,-36.0,-16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (203760 601868)
nappeilmerken.239,002G0143,205660.0,610510.0,3.612,"HS KARREPAD 31 """"HOLTEME DUN""""",Z,464.0,0.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205660 610510)
nappeilmerken.240,002G0144,205679.0,609430.0,1.817,STRPL 28/600-ZI/300,O,10.0,-40.0,WP,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (205679 609430)
nappeilmerken.241,002G0145,208245.0,611524.0,2.242,"GRONDANKER IN REDDINGSWEG,30CM WESTELIJK VAN WITTE BET.PL,X=208244.70,Y=611524.16",BV,0.0,0.0,SA,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (208245 611524)
nappeilmerken.242,002G0146,204490.0,601920.0,1.922,"BET BAK VEEROOSTER 65 M O V HMPL 57.4,X=204486.30 Y=601915.70",Z,-21.0,-12.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (204490 601920)
nappeilmerken.243,002G0147,209610.0,610590.0,2.147,VEEROOSTER,Z,23.0,18.0,PM,Mon Mar 01 00:00:00 CET 2021,2.0,POINT (209610 610590)
nappeilmerken.244,002H0006,219697.0,600614.0,3.473,HK HORNHUIZEN 2E PENANT VANAF L.HOEK,N,46.0,38.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (219697 600614)
nappeilmerken.245,002H0008,216983.0,601333.0,1.194,HS WESTPLD 26,NW,-356.0,16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (216983 601333)
nappeilmerken.246,002H0016,216133.0,600957.0,-0.39,"DR BIJ GRONINGER PIER, RB ONDER HET ZAND RD=020301-16",NO,11.0,-16.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (216133 600957)
nappeilmerken.247,002H0017,217340.0,601480.0,0.906,SCH HS WESTPLD 4,N,-86.0,20.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (217340 601480)
nappeilmerken.248,002H0019,216985.0,601335.0,1.102,HS WESTPLD 26,NW,75.0,7.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (216985 601335)
nappeilmerken.249,002H0025,215588.0,601871.0,7.52,KMP 83 KLOOSTERBUREN,ZW,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (215588 601871)
nappeilmerken.250,002H0026,214778.0,602439.0,7.939,KMP 84 KLOOSTERBUREN,ZW,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (214778 602439)
nappeilmerken.251,002H0027,213905.0,602927.0,8.077,KMP 85 KLOOSTERBUREN,ZW,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (213905 602927)
nappeilmerken.252,002H0028,213033.0,603409.0,8.137,KMP 86 KLOOSTERBUREN,ZW,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (213033 603409)
nappeilmerken.253,002H0029,212058.0,603523.0,8.85,KMP 87 KLOOSTERBUREN,Z,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (212058 603523)
nappeilmerken.254,002H0030,211108.0,603205.0,8.648,KMP 88 KLOOSTERBUREN,Z,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (211108 603205)
nappeilmerken.255,002H0031,210165.0,602877.0,8.515,KMP 89 KLOOSTERBUREN,Z,13.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (210165 602877)
nappeilmerken.256,002H0032,214810.0,602730.0,-0.936,"WADHOOGTEMERK MAD153-N, 5M N VAN 2H033",,0.0,0.0,WP,Wed Oct 12 00:00:00 CEST 2011,2.0,POINT (214810 602730)
nappeilmerken.257,002H0033,214809.0,602730.0,-0.961,"WADHOOGTEMERK MAD153-C, X=214815,2 Y=602731,4",,0.0,0.0,WP,Wed Oct 12 00:00:00 CEST 2011,2.0,POINT (214809 602730)
nappeilmerken.258,002H0034,214811.0,602730.0,-0.927,"WADHOOGTEMERK MAD153-Z, 10M Z VAN 2H033",,0.0,0.0,WP,Wed Oct 12 00:00:00 CEST 2011,2.0,POINT (214811 602730)
nappeilmerken.259,002H0056,218180.0,601960.0,9.532,"KMP 80, OMMELANDERZEEDK",ZO,12.0,-45.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (218180 601960)
nappeilmerken.260,002H0060,219100.0,602350.0,9.827,KMP 79 OMMELANDERZEEDK,ZO,12.0,-46.0,PM,Wed Aug 01 00:00:00 CEST 2018,2.0,POINT (219100 602350)
